GaiaDR3Id,Gaia-RA,Gaia-DEC,Gaia-G,Gaia-BP,Gaia-RP,plx,plx-err,pmra,pmra-err,pmdec,pmdec-err,ellr,Flamesfield,SpecName,N-Spec,combSN,aveVel,vel-err,vel-var,aveFeH,feh-err,feh-var,z,mem,feh-rel
5027218611054760064,15.0835098977,-33.6946407518,18.4254,18.9465,17.7688,-0.1592,0.1634,-0.033,0.125,-0.147,0.089,0.0452,2018.asa.c2,AS0171,1,46.59,116.53,0.43,0.0,-1.88,0.065,0.0,2.264,m,0
5027214998985409664,15.084083952,-33.7532038143,18.6711,19.0931,17.9994,-0.2972,0.1827,0.109,0.139,-0.122,0.104,0.0708,2018.asa.c13,AS0236,1,28.45,104.3,0.6,0.0,-1.7,0.103,0.0,3.020,m,0
5027218847276365056,15.0840913061,-33.6623767262,19.3886,19.9411,18.789,0.4464,0.2967,0.154,0.292,-0.161,0.172,0.082,2018.asa.c1,AS1561,1,16.36,117.98,1.21,0.0,-1.67,0.19,0.0,2.398,m,0
5027213796394444544,15.0844335076,-33.8128521937,18.7202,19.2185,18.0487,0.0081,0.1743,0.091,0.144,-0.318,0.105,0.1519,2018.asa.c13,AS0248,1,30.38,98.67,0.57,0.0,-1.51,0.095,0.0,2.761,m,0
5027221359833858944,15.0845749072,-33.5929266218,17.0803,17.7485,16.3008,0.0213,0.077,-0.005,0.064,-0.172,0.043,0.1784,2004.Sclcen,ET0033,10,185.02,107.32,0.095,1.226,-1.84,0.014,0.045,4.329,m,0
5027214590962977664,15.0845942757,-33.8094454953,18.808,19.3319,18.1513,0.3328,0.1872,0.208,0.155,-0.345,0.111,0.1471,2018.asa.c13,AS0272,2,56.7,114.76,0.367,1.405,-1.81,0.053,0.036,4.652,m,0
5027233999920284800,15.0853314551,-33.5107670895,18.6803,19.1744,18.054,-0.3662,0.2143,-0.017,0.18,0.106,0.122,0.2969,2018.asa.c12a,AS0238,3,45.18,107.69,0.334,1.896,-2.04,0.066,0.417,6.475,m,0
5027218439256072320,15.0854093169,-33.7135025734,18.1327,18.6768,17.4571,0.1387,0.134,0.235,0.105,-0.251,0.075,0.0389,2018.asa.c16,AS0120,1,39.23,98.23,0.54,0.0,-1.54,0.071,0.0,2.465,m,0
5027215480021828608,15.0859602793,-33.7235898719,19.1892,19.6778,18.5898,-0.1209,0.2657,0.252,0.242,-0.171,0.154,0.0426,2018.asa.c1,AS1485,2,41.21,115.44,0.459,1.622,-1.34,0.069,0.092,0.865,m,0
5027214998985424640,15.0861029843,-33.7472149552,19.788,20.2885,19.2058,-0.1928,0.4017,0.5,0.345,0.44,0.234,0.0644,2018.asa.c17,AS5377,1,15.87,118.71,1.17,0.0,-0.46,0.178,0.0,12.926,m,0
5027241146745900416,15.0865571133,-33.4137168548,19.1685,19.3284,18.262,0.38,0.3468,0.353,0.336,-0.222,0.173,0.4381,2018.asa.c12b,AS0361,1,14.96,77.85,1.22,0.0,-1.57,0.2,0.0,1.626,m,0
5003194522505483264,15.0868568846,-33.8473480156,17.0828,17.7674,16.2912,-0.008,0.0679,0.132,0.057,-0.18,0.042,0.2012,2018.asa.c13,AS0055,1,84.04,112.65,0.17,0.0,-1.52,0.032,0.0,0.586,m,0
5027221355537387008,15.0872742209,-33.6015982889,17.8398,18.4115,17.1174,-0.082,0.1334,0.194,0.106,-0.153,0.072,0.1668,2018.asa.c2,AS1057,1,66.95,125.16,0.27,0.0,-2.07,0.044,0.0,1.961,m,0
5027221978309166720,15.0878664573,-33.5628982802,17.7161,18.35,16.971,-0.1249,0.1131,0.046,0.092,-0.17,0.064,0.2223,2004.Sclcen,ET0202,10,124.92,107.09,0.126,2.161,-1.43,0.02,0.084,2.303,m,0
5003146693749678080,15.0879643655,-33.9410976351,17.3336,17.9191,16.5655,-0.0164,0.0787,0.049,0.059,-0.077,0.046,0.3365,2017.sclpm,AT07553,1,100.06,90.24,0.17,0.0,-1.73,0.027,0.0,3.233,m,0
5027214797123813248,15.0882084801,-33.7669931478,17.6094,18.2537,16.8383,-0.2213,0.0972,0.101,0.073,-0.18,0.055,0.0898,2004.Sclcen,ET0378,1,55.48,109.45,0.32,0.0,-1.41,0.049,0.0,7.301,m,0
5027215376942548864,15.0882830542,-33.7463515456,18.4776,18.9964,17.8048,0.0141,0.1637,0.027,0.125,-0.156,0.094,0.0644,2017.sclcen2,AT05792,1,60.58,116.84,0.36,0.0,-1.18,0.046,0.0,0.380,m,0
5003147136129537792,15.0886048144,-33.9157625118,19.5642,20.0598,18.9431,0.0469,0.3163,-0.174,0.262,-0.169,0.183,0.2999,2018.asa.c13,AS5133,1,17.97,118.4,0.95,0.0,-1.33,0.166,0.0,1.282,m,0
5027218847276348928,15.0886866813,-33.6689119935,19.3768,19.9333,18.7434,-0.4964,0.2877,-0.005,0.28,-0.103,0.167,0.0761,2018.asa.c1,AS1559,1,22.46,113.97,0.9,0.0,-1.36,0.132,0.0,3.195,m,0
5027213835051162112,15.0904506102,-33.8077946113,19.147,19.614,18.5342,-0.1177,0.2511,0.194,0.225,-0.23,0.144,0.1456,2017.sclcen3,AT06498,1,34.95,115.64,0.6,0.0,-2.15,0.099,0.0,0.863,m,0
5027218542332852992,15.0911220684,-33.7043056821,19.7735,20.416,19.2153,0.6447,0.5269,-0.28,0.402,-0.309,0.253,0.0453,2018.asa.c17,AS5369,1,15.92,110.46,1.26,0.0,-1.42,0.192,0.0,3.927,m,0
5003194316347382144,15.0911569295,-33.8640254012,19.3491,19.8916,18.7237,-0.0538,0.2782,0.546,0.258,-0.151,0.172,0.2254,2017.sclpm,AT07079,1,22.43,124.25,0.93,0.0,-1.03,0.128,0.0,3.568,m,0
5027221974012717440,15.0920356072,-33.5699309166,17.869,18.5096,17.1149,0.0057,0.1301,0.045,0.101,-0.138,0.069,0.2133,2018.asa.c2,AS1065,2,93.49,106.89,0.201,0.405,-1.28,0.029,0.055,0.299,m,0
5027220324745138944,15.0921262355,-33.6531258492,18.6619,19.1599,18.0378,-0.0904,0.1763,0.029,0.139,-0.027,0.101,0.0978,2017.sclcen2,AT04379,1,53.76,109.78,0.36,0.0,-1.79,0.056,0.0,1.731,m,0
5027220432120882944,15.092327814,-33.6256586056,19.1546,19.6033,18.5294,-0.7169,0.2568,-0.156,0.247,0.104,0.152,0.1349,2017.sclcen2,AT04034,1,31.45,110.87,0.62,0.0,-1.97,0.103,0.0,8.930,m,0
5003194518209165056,15.0924965869,-33.8482639166,19.7756,20.2432,19.1794,-0.4792,0.3635,0.364,0.338,0.35,0.227,0.203,2018.asa.c17,AS5361,1,13.52,114.39,1.55,0.0,-0.7,0.211,0.0,8.646,m,0
5003194312050601600,15.0926754765,-33.8496946702,18.8741,19.383,18.229,0.2006,0.1918,0.296,0.159,0.069,0.117,0.205,2018.asa.c1,AS1340,2,44.64,115.51,0.452,0.47,-2.18,0.076,0.025,10.210,m,0
5027213731971930880,15.0930408846,-33.8399698071,17.3134,18.0066,16.5164,0.13,0.0763,-0.035,0.063,-0.103,0.047,0.1913,2004.Sclcen,ET0160,1,68.0,114.67,0.28,0.0,-1.27,0.039,0.0,8.731,m,0
5027220427824392192,15.0932396728,-33.6355060871,18.9516,19.4642,18.3274,-0.0866,0.2324,-0.206,0.175,-0.051,0.127,0.1217,2017.sclcen2,AT04154,1,32.96,114.61,0.64,0.0,-2.49,0.122,0.0,3.055,m,0
5027218641117890432,15.0940705668,-33.6791127965,19.3454,19.8014,18.7531,0.0137,0.3081,-0.176,0.274,-0.137,0.168,0.0675,2018.asa.c1,AS1543,1,17.81,106.3,1.31,0.0,-2.12,0.197,0.0,1.190,m,0
5003194316347054080,15.0947608611,-33.8563356064,17.6013,18.2169,16.8739,-0.0362,0.0923,0.174,0.073,-0.139,0.053,0.2147,2006.gb109,scl068tor_,1,57.18,108.99,0.3,0.0,-1.48,0.047,0.0,1.780,m,0
5027220427824413056,15.094766296,-33.6244050405,19.7526,20.1246,19.2412,-0.1576,0.4259,1.189,0.456,-0.088,0.249,0.1375,2018.asa.c17,AS5338,1,13.53,106.0,1.6,0.0,-1.93,0.253,0.0,10.559,m,0
5027215484318574848,15.0957577205,-33.7172901392,16.9948,17.7599,16.1501,-0.0231,0.0686,0.097,0.054,-0.138,0.039,0.0479,2004.Sclcen,ET0150,1,71.65,99.54,0.24,0.0,-1.04,0.036,0.0,0.449,m,0
5027220324745153792,15.0960018385,-33.6461948054,18.1933,18.7,17.5128,-0.2241,0.1327,0.057,0.104,-0.098,0.075,0.1086,2018.asa.c2,AS1122,1,53.46,138.39,0.42,0.0,-2.57,0.07,0.0,3.232,m,0
5027213830754200064,15.0962833497,-33.8026847928,18.4815,19.0461,17.7919,0.3243,0.1613,0.286,0.127,-0.259,0.094,0.1395,2017.sclcen3,AT06436,1,52.78,112.5,0.36,0.0,-0.91,0.052,0.0,5.559,m,0
5003194243330867584,15.096463333,-33.867616414,19.0675,19.612,18.4901,0.0062,0.2238,0.223,0.2,-0.294,0.133,0.2309,2006.gb109,scl081tor_,1,20.24,101.42,1.25,0.0,-2.18,0.172,0.0,1.270,m,0
5027218538038589440,15.0968946153,-33.7087417221,18.9838,19.5176,18.3654,0.1944,0.2364,-0.345,0.184,-0.143,0.134,0.0489,2017.sclcen2,AT05207,1,41.43,109.82,0.47,0.0,-1.59,0.071,0.0,8.045,m,0
5027215376942571648,15.0970875321,-33.7382098002,18.8106,19.3091,18.1893,0.2395,0.1966,0.213,0.155,-0.199,0.115,0.0609,2017.sclcen3,AT05685,1,40.91,121.64,0.5,0.0,-1.9,0.075,0.0,1.698,m,0
5027213727674947456,15.0983688518,-33.8277372635,19.4862,20.052,18.9243,-0.3409,0.2971,0.338,0.272,-0.211,0.183,0.1746,2018.asa.c16,AS5026,1,18.84,123.43,1.39,0.0,-2.13,0.192,0.0,2.699,m,0
5027218538038616448,15.0984061259,-33.6994461055,19.6526,20.1129,19.0212,0.4663,0.3781,0.769,0.36,-0.392,0.213,0.0536,2018.asa.c17,AS5213,1,17.07,110.45,1.24,0.0,-0.93,0.169,0.0,3.918,m,0
5027220118586668416,15.0985556538,-33.6689377314,18.8843,19.3179,18.2017,0.66,0.2122,-0.132,0.171,-0.197,0.123,0.0817,2017.sclcen2,AT04612,1,33.51,88.82,0.54,0.0,-1.88,0.093,0.0,13.030,m,0
5027218641117909632,15.098829184,-33.6723226454,19.2978,19.8734,18.673,-0.0764,0.2869,0.364,0.269,-0.056,0.163,0.0779,2018.asa.c2,AS0397,1,26.05,84.6,0.81,0.0,-1.87,0.124,0.0,2.493,m,0
5003146384512034688,15.0991603547,-33.9718614293,17.7593,18.3759,17.0306,0.1587,0.0988,0.062,0.075,-0.252,0.057,0.3812,2006.gb109,scl137_07_,3,103.73,109.15,0.168,0.657,-1.4,0.026,0.105,5.038,m,0
5027218542335286912,15.0993363043,-33.7048493994,16.8432,17.5767,16.0191,-0.0785,0.0745,0.098,0.051,-0.18,0.039,0.052,2004.Sclcen,ET0141,1,68.75,122.99,0.26,0.0,-1.58,0.038,0.0,3.074,m,0
5027233969857855104,15.0995270057,-33.5143082455,17.8872,18.4546,17.1791,-0.0979,0.1356,0.056,0.11,-0.198,0.074,0.295,2018.asa.c2,AS1066,2,80.43,112.74,0.194,0.709,-1.99,0.037,0.04,1.999,m,0
5027220324745120128,15.1002816863,-33.6606165682,19.1421,19.5817,18.511,0.1944,0.2711,0.126,0.239,-0.517,0.147,0.0925,2017.sclcen3,AT04481,1,30.29,106.71,0.7,0.0,-1.72,0.101,0.0,7.034,m,0
5027214792826950656,15.1003268677,-33.7651285926,18.8386,19.4084,18.1682,-0.317,0.2123,0.259,0.152,-0.216,0.117,0.0915,2018.asa.c13,AS0280,1,30.47,96.02,0.58,0.0,-1.87,0.102,0.0,4.723,m,0
5027218641117882752,15.1009562472,-33.6827884258,18.9526,19.4677,18.3077,-0.0573,0.2332,0.34,0.177,-0.092,0.127,0.0685,2017.sclcen2,AT04826,1,40.17,107.89,0.52,0.0,-1.61,0.074,0.0,3.437,m,0
5027215411302317440,15.1010001387,-33.7357555864,19.0396,19.5851,18.4043,0.2956,0.2499,0.248,0.203,-0.248,0.144,0.0614,2018.asa.c1,AS1398,1,25.02,99.34,0.74,0.0,-1.37,0.116,0.0,1.475,m,0
5027215415599101824,15.1026225027,-33.7413530481,17.3953,18.0188,16.6604,0.1018,0.0862,0.02,0.071,-0.149,0.05,0.0671,2004.Sclcen,ET0163,1,60.7,116.99,0.26,0.0,-1.97,0.046,0.0,2.768,m,0
5027220118586689792,15.1028037235,-33.6610076884,18.1625,18.7309,17.4735,-0.1458,0.14,-0.011,0.113,-0.145,0.077,0.0934,2018.asa.c12a,AS0122,2,54.34,106.33,0.355,0.072,-1.63,0.047,0.051,2.212,m,0
5027215170784083968,15.1030598441,-33.7610945225,18.8112,19.2725,18.1827,0.0771,0.2258,0.249,0.188,-0.03,0.126,0.0878,2017.sclcen3,AT05980,1,39.99,98.52,0.49,0.0,-2.11,0.082,0.0,3.695,m,0
5027220118586683520,15.1042108416,-33.6633099989,18.3868,18.947,17.728,0.2783,0.1527,0.14,0.122,-0.205,0.087,0.0915,2017.sclcen2,AT04519,1,56.35,107.77,0.32,0.0,-1.79,0.052,0.0,3.048,m,0
5027215587397789056,15.1043584595,-33.7078389033,17.8176,18.4445,17.097,-0.002,0.1214,0.129,0.089,-0.224,0.066,0.0554,2004.Sclcen,ET0392,1,42.41,124.86,0.41,0.0,-1.49,0.065,0.0,1.345,m,0
5027215415599099904,15.1045313131,-33.7259457052,17.7958,18.3578,17.0625,0.132,0.1157,-0.024,0.087,-0.214,0.064,0.0578,2017.sclcen2,AT05488,1,90.11,119.18,0.22,0.0,-2.15,0.034,0.0,5.480,m,0
5003147273568502272,15.1049895804,-33.8955293143,18.9524,19.4777,18.3461,0.0356,0.2129,0.168,0.157,-0.25,0.128,0.2714,2006.gb109,scl102tor_,2,43.47,86.79,0.475,0.671,-1.99,0.073,0.0,0.580,m,0
5027218572398364032,15.1049938545,-33.6961450887,18.5765,19.0822,17.9637,0.4601,0.1754,0.223,0.134,-0.305,0.099,0.0609,2017.sclcen3,AT05022,1,40.64,111.27,0.53,0.0,-2.07,0.078,0.0,6.989,m,0
5027214724107446784,15.1054652775,-33.7772654767,18.5154,19.0846,17.8337,-0.2101,0.1666,0.043,0.125,-0.089,0.096,0.1083,2017.sclpm,AT06173,1,60.95,99.78,0.35,0.0,-1.4,0.046,0.0,1.889,m,0
5027215415596678912,15.1059299385,-33.7328606982,18.9873,19.5394,18.3446,0.1732,0.2364,-0.205,0.185,0.058,0.132,0.0626,2018.asa.c1,AS1378,1,25.75,107.09,1.0,0.0,-1.18,0.111,0.0,5.917,m,0
5027233969857854720,15.1074478879,-33.5070670394,17.303,17.9322,16.5477,0.0023,0.0956,0.124,0.074,-0.119,0.053,0.3074,2004.Sclcen,ET0035,1,23.25,118.79,0.88,0.0,-2.14,0.124,0.0,1.309,m,0
5027215583101091072,15.1075912681,-33.708124022,19.3198,19.7777,18.6919,-0.3479,0.3366,-0.369,0.28,-0.386,0.176,0.058,2018.asa.c12a,AS0403,2,19.88,125.89,1.137,6.952,-1.9,0.149,0.228,10.772,m,0
5027241799580939648,15.1078454386,-33.3725050661,18.5701,19.0955,17.9238,0.1061,0.1933,-0.034,0.173,-0.197,0.112,0.5019,2006.gb106,scl023_04_,3,27.56,110.75,0.725,1.348,-2.0,0.111,0.314,1.708,m,0
5027215617460853504,15.1079764678,-33.7001841286,19.0483,19.5329,18.4243,0.186,0.2355,0.074,0.19,-0.38,0.136,0.0611,2017.sclcen3,AT05081,1,35.08,92.77,0.65,0.0,-2.07,0.095,0.0,3.524,m,0
5027220118586665344,15.1080868817,-33.670797642,18.5808,19.0811,17.9066,0.0888,0.1845,-0.031,0.14,-0.092,0.103,0.0855,2017.sclcen2,AT04647,1,42.05,108.89,0.57,0.0,-2.35,0.084,0.0,1.601,m,0
5027213865113924096,15.1081388993,-33.8113108597,19.4702,19.9431,18.9248,-0.1455,0.3118,0.031,0.28,0.096,0.183,0.1537,2018.asa.c16,AS5010,1,18.59,124.22,1.52,0.0,-2.54,0.246,0.0,2.027,m,0
5027215587397789824,15.108511769,-33.711278089,18.5007,18.9823,17.7885,0.4099,0.1668,-0.079,0.126,-0.321,0.095,0.0584,2017.sclcen2,AT05255,1,62.85,103.83,0.34,0.0,-2.14,0.051,0.0,12.502,m,0
5027222184467596416,15.1091407488,-33.5274515994,17.4208,18.0168,16.6967,0.1013,0.0974,0.165,0.084,-0.232,0.054,0.2787,2017.sclcen2,AT03207,1,90.95,120.67,0.19,0.0,-2.31,0.034,0.0,1.988,m,0
5003138859729298560,15.1093158498,-34.189055326,16.7996,17.5164,15.9844,-0.0451,0.0707,0.067,0.052,-0.258,0.038,0.6967,2018.asa.c18,AS0028,1,96.89,122.6,0.15,0.0,-1.61,0.027,0.0,12.121,m,0
5027213972490095616,15.1095087417,-33.7868491264,17.8374,18.4307,17.1224,0.1094,0.1021,0.077,0.085,-0.185,0.063,0.1218,2017.sclpm,AT06291,1,85.78,116.97,0.22,0.0,-1.59,0.032,0.0,1.149,m,0
5027215209441190400,15.1095431594,-33.7460238132,17.7059,18.2991,16.9737,-0.0055,0.1116,0.093,0.087,-0.162,0.066,0.0754,2004.Sclcen,ET0384,1,41.52,125.65,0.4,0.0,-1.65,0.067,0.0,0.045,m,0
5027215170784094848,15.1098962687,-33.7568148514,18.619,19.1261,17.9686,-0.3627,0.1781,-0.037,0.136,-0.063,0.102,0.0862,2017.sclcen3,AT05927,1,50.25,101.81,0.45,0.0,-2.15,0.065,0.0,4.845,m,0
5027213933833420672,15.1103772992,-33.7997994382,19.4855,20.0124,18.9218,-0.5385,0.3004,-0.779,0.318,-0.367,0.185,0.1388,2018.asa.c16,AS5030,1,18.39,118.4,1.21,0.0,-1.27,0.16,0.0,16.802,m,0
5027222180170275072,15.1106987085,-33.5339568226,19.7368,20.1549,19.1568,-0.59,0.4889,0.77,0.673,-0.297,0.311,0.2699,2018.asa.c12b,AS5318,1,14.13,122.69,1.91,0.0,-1.8,0.232,0.0,4.682,m,0
5027221325474140160,15.1107155065,-33.6014992536,18.1969,18.7579,17.5159,0.0429,0.1484,0.106,0.13,-0.061,0.086,0.1751,2017.sclcen3,AT03765,1,53.71,95.6,0.32,0.0,-1.76,0.054,0.0,2.464,m,0
5027215617460844800,15.1108817751,-33.7024733805,18.5807,19.0956,17.9344,-0.2245,0.1698,-0.105,0.137,0.08,0.098,0.0625,2018.asa.c12a,AS0209,3,63.24,117.36,0.289,2.523,-1.75,0.041,0.057,6.589,m,0
5027215411302313600,15.1117741673,-33.7371466599,19.5411,20.0122,18.9698,0.1295,0.3415,-0.358,0.307,0.087,0.195,0.0696,2018.asa.c16,AS5101,1,16.31,103.75,1.54,0.0,-1.54,0.188,0.0,3.758,m,0
5027220466480663040,15.1126029365,-33.6394829482,17.3551,18.0348,16.5342,-0.0276,0.0947,0.168,0.066,-0.229,0.049,0.1253,2018.asa.c2,AS1017,2,129.22,113.62,0.127,0.357,-1.26,0.02,0.026,3.517,m,0
5027221802214031232,15.1126439231,-33.565083121,18.9276,19.4637,18.3581,0.3026,0.2489,0.008,0.208,-0.045,0.138,0.2263,2018.asa.c12b,AS0301,2,42.05,103.65,0.454,0.631,-1.95,0.076,0.01,3.200,m,0
5027220565263401600,15.1126568553,-33.6049116748,19.0385,19.4319,18.3779,-0.1942,0.2861,0.105,0.25,-0.054,0.153,0.1711,2018.asa.c2,AS0331,2,38.0,118.05,0.599,0.206,-2.56,0.112,0.031,0.994,m,0
5027213869408475648,15.1132142537,-33.8194859381,19.0657,19.5741,18.462,-0.2266,0.2164,0.189,0.189,-0.111,0.132,0.1659,2017.sclpm,AT06624,1,42.01,114.99,0.48,0.0,-1.53,0.071,0.0,1.636,m,0
5027214728404338944,15.114098102,-33.7767738192,19.0231,19.5565,18.3953,0.4479,0.233,0.386,0.178,-0.185,0.134,0.1108,2017.sclcen2,AT06160,1,22.76,96.75,0.78,0.0,-1.85,0.138,0.0,5.737,m,0
5027213968193185536,15.1144837112,-33.7855701191,19.4603,19.891,18.8271,-0.0273,0.2932,-0.009,0.281,-0.337,0.181,0.1218,2018.asa.c1,AS1598,2,34.78,116.97,0.644,1.021,-2.0,0.097,0.021,1.727,m,0
5027215621758047872,15.1171305815,-33.7095415769,17.2305,17.8891,16.4534,0.1495,0.0852,0.254,0.064,-0.251,0.048,0.0658,2017.sclcen2,AT05218,1,121.64,100.91,0.14,0.0,-1.52,0.022,0.0,7.223,m,0
5027215514381558016,15.1176621056,-33.7291556761,18.6806,19.1986,18.0175,0.1057,0.1882,0.325,0.145,-0.323,0.106,0.0692,2017.sclcen2,AT05533,1,46.19,118.89,0.42,0.0,-1.63,0.064,0.0,3.515,m,0
5027213972490097280,15.1184772305,-33.7948820888,17.9304,18.4858,17.2386,0.1002,0.111,0.1,0.091,-0.066,0.064,0.1349,2017.sclpm,AT06370,1,78.77,117.6,0.28,0.0,-2.48,0.043,0.0,3.803,m,0
5027239944155033728,15.1187600153,-33.4812425637,18.0374,18.6207,17.336,-0.1377,0.1697,0.103,0.125,-0.171,0.09,0.3474,2018.asa.c12a,AS1095,2,47.76,116.22,0.369,2.342,-1.6,0.053,0.058,1.079,m,0
5027213869410882944,15.1189670782,-33.8140084241,18.2241,18.7794,17.5395,-0.179,0.1325,0.22,0.109,-0.177,0.08,0.1599,2017.sclout1,AT06569,1,45.74,99.03,0.36,0.0,-1.46,0.061,0.0,3.819,m,0
5027215106359047424,15.1193046171,-33.7674184775,19.4431,19.9856,18.8053,0.3851,0.3204,-0.025,0.264,-0.259,0.185,0.1023,2018.asa.c1,AS1589,1,21.58,112.7,0.96,0.0,-1.64,0.144,0.0,2.184,m,0
5027215205143847040,15.1198969396,-33.7511050947,19.4993,19.9185,18.8866,-0.2709,0.3313,-0.118,0.325,-0.015,0.199,0.0861,2018.asa.c16,AS5040,1,14.06,99.27,1.3,0.0,-1.58,0.218,0.0,1.074,m,0
5027213452797007872,15.1201733052,-33.8601976672,18.1903,18.732,17.5214,-0.0151,0.1306,0.059,0.116,-0.155,0.081,0.2232,2018.asa.c13,AS0130,2,71.4,113.53,0.29,0.548,-2.49,0.049,0.017,0.175,m,0
5027220569559898752,15.1202314116,-33.6166546558,18.6219,19.136,17.9785,-0.0107,0.2073,0.093,0.156,-0.156,0.113,0.1586,2017.sclcen2,AT03930,1,48.8,116.63,0.42,0.0,-1.36,0.058,0.0,0.013,m,0
5027213865113931264,15.1206489416,-33.8073236432,19.6332,20.1491,19.0283,-0.3087,0.344,0.141,0.308,-0.109,0.202,0.1516,2018.asa.c17,AS5203,2,25.69,118.13,0.728,1.713,-1.06,0.114,0.24,0.961,m,0
5027213560170835072,15.1207083226,-33.8371145354,19.3769,19.8541,18.8001,-0.3407,0.2754,0.181,0.247,0.033,0.166,0.1914,2018.asa.c13,AS0420,1,17.92,125.74,1.17,0.0,-1.86,0.18,0.0,3.055,m,0
5027214346150317696,15.1214248357,-33.7800881955,19.6704,20.165,19.0851,-0.9328,0.3681,-0.277,0.332,-0.22,0.219,0.1178,2017.sclout1,AT06213,1,18.44,106.1,1.2,0.0,-1.19,0.16,0.0,8.968,m,0
5003146899908108416,15.1217828742,-33.9289555633,17.2441,17.9396,16.4889,-0.0337,0.0749,0.066,0.058,-0.241,0.043,0.3204,2006.gb109,scl118tor_,2,97.65,124.55,0.17,1.529,-1.67,0.028,0.005,6.671,m,0
5027220943220533248,15.1223680431,-33.5982628471,18.4543,18.9456,17.8195,-0.0349,0.1792,0.095,0.149,-0.179,0.101,0.184,2017.sclcen3,AT03726,1,41.57,101.46,0.44,0.0,-2.2,0.078,0.0,0.189,m,0
5027215553038052864,15.1226618757,-33.7156108929,17.1942,17.9072,16.3887,0.1024,0.0789,0.095,0.059,-0.21,0.044,0.0701,2017.sclcen2,AT05323,1,118.76,124.07,0.14,0.0,-1.42,0.022,0.0,2.350,m,0
5027221737790999296,15.1231871621,-33.571685599,18.7942,19.2071,18.1824,0.0274,0.2181,-0.044,0.182,-0.168,0.124,0.2208,2017.sclcen2,AT03503,1,34.27,114.3,0.51,0.0,-1.92,0.09,0.0,1.015,m,0
5027220152946454528,15.123284763,-33.6515930277,19.1534,19.6215,18.5976,-0.1833,0.2728,-0.465,0.25,0.103,0.151,0.1164,2017.sclcen2,AT04359,1,29.84,119.48,0.59,0.0,-1.85,0.105,0.0,5.699,m,0
5027215140721196800,15.123492745,-33.7502944424,17.8746,18.4458,17.1879,-0.017,0.1142,0.125,0.093,-0.135,0.068,0.0876,2018.asa.c2,AS0093,2,96.02,117.63,0.192,0.371,-2.24,0.032,0.02,0.386,m,0
5027215518678316160,15.1246949722,-33.7247202215,18.2403,18.808,17.5705,0.0097,0.1391,0.178,0.107,-0.15,0.081,0.0732,2017.sclcen2,AT05469,1,68.69,110.58,0.29,0.0,-2.05,0.044,0.0,0.721,m,0
5027215308223088000,15.125918066,-33.7417136125,18.1554,18.7827,17.4365,-0.003,0.1325,0.183,0.102,-0.206,0.077,0.0825,2017.sclcen3,AT05728,1,62.91,111.77,0.29,0.0,-0.92,0.043,0.0,0.952,m,0
5027214346150320000,15.1260716021,-33.7818745545,19.4409,19.8576,18.8827,0.7677,0.3083,-0.192,0.275,-0.151,0.177,0.1218,2018.asa.c16,AS0441,1,13.25,123.22,1.31,0.0,-1.67,0.234,0.0,9.089,m,0
5027220256025676800,15.126111971,-33.6468738593,19.0639,19.5375,18.4731,0.2903,0.2661,0.137,0.201,-0.202,0.14,0.1235,2017.sclcen2,AT04290,1,33.38,108.59,0.57,0.0,-1.37,0.086,0.0,1.108,m,0
5027217094929618048,15.1266243428,-33.695553111,17.7812,18.1949,16.9632,0.0501,0.1081,0.178,0.083,-0.239,0.061,0.0788,2018.asa.c13,AS0086,1,40.71,95.17,0.44,0.0,-2.02,0.071,0.0,1.956,m,0
5027214350447217792,15.1267965035,-33.7795425184,18.1052,18.7047,17.402,-0.066,0.1271,-0.024,0.099,-0.161,0.074,0.1194,2018.asa.c13,AS0116,1,54.41,109.35,0.39,0.0,-1.24,0.05,0.0,2.114,m,0
5027220496543903488,15.1271394845,-33.6176399662,18.8115,19.2652,18.188,0.1455,0.2126,0.143,0.174,0.038,0.121,0.1605,2017.sclcen2,AT03940,1,46.21,107.08,0.46,0.0,-1.86,0.067,0.0,5.533,m,0
5027220500840423552,15.1281647852,-33.625153395,17.0129,17.7324,16.2062,-0.0322,0.071,-0.001,0.055,-0.117,0.041,0.1513,2017.sclcen3,AT04025,1,118.62,113.3,0.14,0.0,-1.53,0.022,0.0,3.463,m,0
5027220496543882496,15.1300668999,-33.6291233231,18.5855,19.0814,17.9381,0.1904,0.2044,0.275,0.153,-0.161,0.11,0.1473,2018.asa.c12a,AS0212,2,43.75,112.0,0.474,2.97,-2.08,0.066,0.025,2.587,m,0
5027215308223098368,15.1300904092,-33.7375237125,19.4559,19.9527,18.7982,0.1604,0.3203,-0.276,0.304,-0.394,0.192,0.0828,2018.asa.c1,AS1597,1,22.86,118.88,1.05,0.0,-1.95,0.146,0.0,5.054,m,0
5027217094929610240,15.1301273141,-33.6978341696,18.052,18.6463,17.3439,0.3011,0.1327,0.208,0.1,-0.282,0.073,0.0805,2018.asa.c2,AS0110,2,97.46,113.47,0.194,0.45,-1.42,0.028,0.011,5.833,m,0
5027214346150325888,15.130353218,-33.7772229954,18.777,19.2396,18.101,0.4243,0.2012,0.333,0.151,-0.306,0.116,0.1184,2018.asa.c16,AS0260,2,58.51,105.14,0.339,1.348,-1.68,0.05,0.082,5.575,m,0
